,tags,id,"title"
94,"['Noir', 'Action', 'Third-Person Shooter', 'Classic', 'Bullet Time', 'Story Rich', 'Atmospheric', 'Shooter', 'Third Person', 'Singleplayer', 'Dark', 'Great Soundtrack', 'Cinematic', 'Adventure', 'Crime', 'Nudity', 'Detective']",12150.0,Max Payne 2: The Fall of Max Payne
95,"['Adventure', 'Action', 'Female Protagonist', 'Third Person', 'Puzzle', 'Lara Croft', 'Platformer', 'Singleplayer', 'Shooter', 'Action-Adventure', 'Third-Person Shooter', 'Controller']",7000.0,Tomb Raider: Legend
96,"['Noir', 'Action', 'Classic', 'Third-Person Shooter', 'Story Rich', 'Bullet Time', 'Atmospheric', 'Dark', 'Third Person', 'Shooter', 'Singleplayer', 'Great Soundtrack', 'Linear', 'Detective', 'Cinematic', 'Adventure', 'Violent', 'Crime', 'Horror', 'Psychological Horror']",12140.0,Max Payne
97,"['Strategy', 'RTS', 'Base Building', 'Multiplayer', 'Co-op', 'Alternate History', 'Sci-fi', 'Co-op Campaign', 'Real-Time', 'Singleplayer', 'Comedy', 'Classic', 'Action', 'Online Co-Op', 'Great Soundtrack', 'FMV', 'War', 'Atmospheric']",17480.0,Command &amp; Conquer: Red Alert 3
98,"['Puzzle', 'Casual', 'Match 3', 'RPG', 'Fantasy', '2D', 'Strategy', 'Singleplayer', 'Anime', 'Indie', 'Touch-Friendly']",12500.0,PuzzleQuest: Challenge of the Warlords
99,"['Adventure', 'Sci-fi', 'RPG', 'Casual', 'Female Protagonist', 'Point & Click', 'Cyberpunk', 'Dystopian']",12310.0,Culpa Innata
100,"['Strategy', 'Simulation']",12510.0,Prison Tycoon 3™: Lockdown
101,"['Action', 'Adventure', 'Strategy', 'Hunting']",12530.0,Hunting Unlimited™ 2008
102,"['Simulation', 'Racing', 'Driving', 'Open World']",12520.0,18 Wheels of Steel: American Long Haul
103,"['Action', 'FPS', 'Singleplayer', 'Co-op', 'Multiplayer']",8100.0,Conflict: Denied Ops
104,"['Action', 'Simulation', 'Shooter', 'FPS', 'Tactical', 'Military']",2780.0,ARMA: Combat Operations
105,"['Simulation', 'Management', 'City Builder']",9730.0,Tycoon City: New York
106,"['Action', 'Western', 'Strategy', 'Tactical']",9710.0,Desperados 2: Cooper's Revenge
107,"['Stealth', 'Action', 'Adventure', 'World War II', 'Singleplayer', 'Open World', 'Third Person', 'Classic']",9800.0,Death to Spies
108,"['Action', 'Strategy', 'RTS']",9760.0,Act of War: High Treason
109,"['Simulation', 'Management', 'Sandbox', 'Building', 'Strategy', 'Singleplayer', 'Economy', 'Classic', 'Real-Time with Pause', 'Funny', 'Family Friendly', 'Moddable', 'Multiplayer', 'Great Soundtrack', 'Comedy', 'Casual']",2700.0,RollerCoaster Tycoon® 3: Platinum
110,"['Action', 'Strategy', 'RTS']",2710.0,Act of War: Direct Action
111,"['Action', 'FPS', 'Shooter', 'Sci-fi', 'Singleplayer', 'First-Person', 'Classic', 'Multiplayer']",13200.0,Unreal 2: The Awakening
112,"['Classic', 'FPS', 'Action', 'Great Soundtrack', 'Sci-fi', 'Atmospheric', 'First-Person', 'Shooter', 'Singleplayer', 'Multiplayer', ""1990's"", 'Female Protagonist', 'Adventure', 'Fast-Paced', 'Co-op', 'Nudity', 'Horror']",13250.0,Unreal Gold
113,"['Indie', 'Casual', 'Ninja']",13000.0,Ninja Reflex: Steamworks Edition
114,"['Stealth', 'Action', 'Third Person', 'Singleplayer', 'Classic', 'Adventure', 'Shooter', 'Third-Person Shooter', 'Atmospheric', 'Multiplayer', 'Difficult']",13560.0,Tom Clancy's Splinter Cell®
115,"['FPS', 'Action', 'Classic', 'Shooter', 'Open World', 'Stealth', 'First-Person', 'Singleplayer', 'Difficult', 'Multiplayer', 'Adventure', 'Atmospheric', 'Story Rich', 'Sci-fi', 'Horror', 'Sandbox', 'Great Soundtrack', 'Survival']",13520.0,Far Cry®
116,"['Classic', 'FPS', 'Action', 'Arena Shooter', 'Fast-Paced', 'Multiplayer', 'Great Soundtrack', 'Shooter', 'Competitive', 'Sci-fi', 'First-Person', 'Moddable', 'Singleplayer', 'Gore', 'Co-op', ""1990's"", 'Cyberpunk', 'Atmospheric']",13240.0,Unreal Tournament: Game of the Year Edition
117,"['Action', 'FPS', 'Tactical', 'Co-op', 'Singleplayer', 'First-Person', 'Shooter', 'Multiplayer', 'Online Co-Op', 'Classic', 'Stealth']",13540.0,Tom Clancy's Rainbow Six® Vegas
118,"['Simulation', 'Naval', 'World War II', 'Military', 'Historical', 'Open World', 'Action', 'Realistic']",15210.0,Silent Hunter® III
119,"['Casual', 'Simulation']",16180.0,Virtual Villagers - The Secret City
120,"['Casual', 'Hidden Object']",3520.0,Mystery P.I.™ - The Vegas Heist
121,"['Casual', 'Match 3']",15970.0,Luxor
122,"['Casual', 'Arcade']",15950.0,Reaxxion
123,"['Casual', 'Agriculture', 'Puzzle', 'Singleplayer']",15960.0,Little Farm
124,"['Casual', 'Puzzle', 'Match 3', 'Singleplayer']",15900.0,7 Wonders II
125,['Casual'],15910.0,Luxor Amun Rising
126,"['Casual', 'Puzzle']",15930.0,Luxor 3
127,"['Simulation', 'Horses', 'Family Friendly', 'Psychological Horror']",15160.0,Petz® Horsez® 2
128,['Casual'],15920.0,Luxor 2
129,"['Adventure', 'Action', 'Comedy', 'Funny', 'Multiplayer', 'Psychological Horror', 'Singleplayer']",15080.0,Rayman Raving Rabbids™
130,"['Simulation', 'World War II', 'Naval', 'Military']",15200.0,Silent Hunter®: Wolves of the Pacific
131,"['Simulation', 'Flight', 'World War II', 'Military', 'Historical', 'TrackIR', 'Realistic', 'Multiplayer', 'Action', 'Classic', 'Moddable']",15320.0,IL-2 Sturmovik: 1946
132,"['Simulation', 'World War II', 'Naval']",15240.0,Silent Hunter®: Wolves of the Pacific U-Boat Missions
133,"['Adventure', 'Point & Click']",8310.0,Bone: Out From Boneville
134,['Racing'],12600.0,Midnight Outlaw: 6 Hours to SunUp
135,"['Adventure', 'Point & Click']",8320.0,Bone: The Great Cow Race
136,['Racing'],12590.0,Sprint Cars Road to Knoxville
137,"['Simulation', 'Management']",12560.0,Ride! Carnival Tycoon
138,"['Casual', 'Puzzle']",12540.0,Mahjongg Investigations: Under Suspicion
139,"['Adventure', 'Point & Click', 'Vampire', 'Puzzle']",11050.0,Dracula Origin
140,['Sports'],10520.0,Beijing 2008™ - The Official Video Game of the Olympic Games
141,"['Adventure', 'RPG', 'Point & Click', 'Detective', 'Mystery', 'Puzzle']",11040.0,Sherlock Holmes - Nemesis
142,"['Indie', 'Adventure', 'Platformer']",19500.0,Eternity's Child
143,"['Simulation', 'Strategy', 'World War II', 'Naval']",11260.0,Pacific Storm Allies
144,"['Action', 'Indie', 'Tanks', 'Singleplayer', 'Retro', 'Atmospheric', 'Casual', 'Story Rich', 'Great Soundtrack']",19200.0,Tank Universal
145,"['Racing', 'Destruction', 'Multiplayer', 'Arcade', 'Action', 'Singleplayer', 'Physics', 'Great Soundtrack', 'Driving']",12360.0,FlatOut: Ultimate Carnage
146,"['Adventure', 'Platformer', '2D', 'Puzzle', 'Classic', 'Singleplayer', 'Cult Classic', 'Comedy', 'Funny', 'Dark', 'Retro', 'Action', ""1990's"", 'Puzzle-Platformer', 'Stealth']",15710.0,Oddworld: Abe's Exoddus®
147,"['Platformer', 'Adventure', 'Classic', 'Puzzle', '2D', 'Singleplayer', 'Cult Classic', 'Dark', 'Funny', 'Comedy', 'Retro', 'Cinematic', 'Atmospheric', 'Difficult', 'Puzzle-Platformer', 'Action', 'Fantasy']",15700.0,Oddworld: Abe's Oddysee®
148,"['Racing', 'Simulation', 'Driving', 'Multiplayer', 'Singleplayer']",8660.0,GTR Evolution Expansion Pack for RACE 07
149,"['Strategy', 'Shooter', 'Action', 'Third-Person Shooter', 'Sci-fi', 'Aliens']",7770.0,X-COM: Enforcer
150,"['Strategy', 'Sci-fi', 'Tactical', 'Turn-Based', 'Aliens', 'Real-Time with Pause', 'Classic', 'Turn-Based Strategy', 'Isometric', 'Singleplayer', 'Cyberpunk', 'Post-apocalyptic']",7660.0,X-COM: Apocalypse
151,"['Strategy', 'Classic', 'Turn-Based Strategy', 'Sci-fi', 'Turn-Based', 'Tactical', 'Aliens', 'Singleplayer', 'Difficult', 'Turn-Based Tactics', 'Isometric', 'Base Building', 'Simulation', 'Atmospheric', ""1990's"", 'Action', 'Retro', 'Adventure', 'Management', 'Space']",7760.0,X-COM: UFO Defense
152,"['Open World', 'Atmospheric', 'Post-apocalyptic', 'FPS', 'Survival', 'Action', 'RPG', 'First-Person', 'Shooter', 'Singleplayer', 'Survival Horror', 'Adventure', 'Moddable', 'Sci-fi', 'Horror', 'Classic', 'Multiplayer', 'Zombies', 'Inventory Management', 'Sandbox']",20510.0,S.T.A.L.K.E.R.: Clear Sky
153,"['Action', 'FPS', 'Sci-fi', 'Shooter', 'Singleplayer', 'Aliens', 'Military', 'First-Person', 'Multiplayer', 'Benchmark', 'Stealth', 'Adventure', 'Open World', 'Futuristic']",17330.0,Crysis Warhead®
154,"['FPS', 'Action', 'Sci-fi', 'Singleplayer', 'Stealth', 'Shooter', 'Aliens', 'Open World', 'First-Person', 'Benchmark', 'Multiplayer', 'Futuristic', 'Adventure', 'Atmospheric', 'Story Rich', 'Classic', 'Sandbox', 'Great Soundtrack', 'Destruction', 'Moddable']",17300.0,Crysis
155,"['Strategy', 'Sci-fi', 'Space', 'Flight', 'Space Sim', 'Singleplayer']",7730.0,X-COM: Interceptor
156,"['RPG', 'Fantasy', 'Story Rich', 'Mature', 'Third Person', 'Singleplayer', 'Choices Matter', 'Action', 'Nudity', 'Adventure', 'Dark Fantasy', 'Based On A Novel', 'Atmospheric', 'Great Soundtrack', 'Open World', 'Multiple Endings', 'Medieval', 'Action RPG', 'Magic', 'Classic']",20900.0,The Witcher: Enhanced Edition Director's Cut
157,"['Indie', 'Strategy', 'RTS', 'Multiplayer', 'Singleplayer', 'Retro']",1530.0,Multiwinia
158,"['Racing', 'Simulation']",8690.0,STCC - The Game 1 - Expansion Pack for RACE 07
159,"['City Builder', 'Simulation', 'Management', 'Historical', 'Singleplayer', 'Sandbox', 'Strategy']",17120.0,Children of the Nile: Alexandria
160,"['Strategy', 'Turn-Based', 'Turn-Based Strategy', '4X', 'Historical', 'Singleplayer', 'Multiplayer', 'Moddable']",16810.0,Sid Meier's Civilization IV: Colonization
161,"['Tactical', 'Action', 'FPS', 'Simulation', 'Strategy', 'Realistic', 'First-Person', 'Co-op', 'Shooter', 'Classic', 'Singleplayer']",19830.0,Tom Clancy's Rainbow Six® 3 Gold
162,"['LEGO', 'Action', 'Adventure', 'Batman', 'Local Co-Op', 'Superhero', 'Family Friendly', 'Co-op', 'Comedy', 'Singleplayer', 'Comic Book', 'Funny', 'Third Person', 'Controller', 'Local Multiplayer', 'Multiplayer']",21000.0,LEGO Batman
163,"['Simulation', 'Strategy', 'City Builder']",4460.0,City Life 2008
164,"['RPG', 'Strategy', 'Fantasy', 'Action RPG', 'Action', 'Singleplayer', 'City Builder']",17140.0,Hinterland
165,"['Action', 'World War II', 'FPS', 'Tactical', 'Singleplayer', 'Military', 'Story Rich', 'Shooter', 'Gore', 'Atmospheric', 'Strategy', 'First-Person', 'War', 'Multiplayer', 'Historical']",15390.0,Brothers in Arms: Hell's Highway™
166,['Arcade'],21300.0,Gravitron 2
167,"['Racing', 'Offroad']",3050.0,Xpand Rally Xtreme
168,"['Strategy', 'Turn-Based Strategy', 'Turn-Based', 'Fantasy']",15380.0,Heroes of Might &amp; Magic V: Hammers of Fate
169,"['Action', 'FPS', 'World War II', 'Tactical', 'Military', 'Strategy', 'Singleplayer']",19800.0,Brothers in Arms: Earned in Blood™
170,"['Strategy', 'Turn-Based Strategy', 'Turn-Based', 'Fantasy', 'Multiplayer', 'Singleplayer', 'RPG']",15370.0,Heroes of Might &amp; Magic V: Tribes of the East
171,"['Strategy', 'City Builder', 'Medieval', 'RTS', 'Singleplayer', 'Multiplayer']",19930.0,The Settlers®: Rise Of An Empire Gold Edition
172,['Casual'],15350.0,Brain Spa
173,"['Action', 'Tactical']",19810.0,The Sum of All Fears
